,date,return,hold,hold_net,nv,hold_long,hold_short,freq,account_id
34,20230811,-1.201379622,200.7531263,98.57732006,8.577320065,149.6652232,-51.0879031,d,tradeEx_set
35,20230814,-0.400771442,199.6395411,98.17654862,8.176548623,148.9080449,-50.73149624,d,tradeEx_set
36,20230815,-0.574933247,197.8619956,97.60161538,7.601615376,147.7318055,-50.13019011,d,tradeEx_set
37,20230816,-0.968289413,194.6071231,96.63332596,6.633325963,145.6202245,-48.98689857,d,tradeEx_set
38,20230817,-0.435301052,194.3417774,96.19802491,6.198024911,145.2699012,-49.07187627,d,tradeEx_set
39,20230818,-1.161693421,190.7560339,95.03633149,5.036331489,142.8961827,-47.85985121,d,tradeEx_set
40,20230821,-0.795384083,189.5949777,94.24094741,4.240947406,141.9179626,-47.67701515,d,tradeEx_set
41,20230822,1.450945897,192.7369901,95.6918933,5.691893303,144.2144417,-48.52254837,d,tradeEx_set
42,20230823,0.958549806,189.629427,96.65044311,6.650443109,143.139935,-46.48949194,d,tradeEx_set
43,20230824,1.15945699,191.0970955,97.8099001,7.809900099,144.4534978,-46.64359769,d,tradeEx_set
44,20230825,0.328319529,188.3858063,98.13821963,8.138219628,143.2620129,-45.12379332,d,tradeEx_set
45,20230828,0.476458793,191.4918041,98.61467842,8.614678422,145.0532413,-46.43856284,d,tradeEx_set
46,20230829,-0.885709016,195.6268658,97.72896941,7.728969406,146.6779176,-48.9489482,d,tradeEx_set
47,20230830,-0.57873443,197.0396125,97.15023498,7.150234976,147.0949238,-49.94468878,d,tradeEx_set
48,20230831,0.025550138,196.3406889,97.17578511,7.175785114,146.758237,-49.58245189,d,tradeEx_set
49,20230901,-1.081133149,196.7915502,96.09465196,6.094651965,146.4431011,-50.34844911,d,tradeEx_set
50,20230904,-0.692984371,202.8668225,95.40166759,5.401667593,149.134245,-53.73257746,d,tradeEx_set
51,20230905,-2.115865607,201.0167625,93.28580199,3.285801986,147.1512822,-53.86548025,d,tradeEx_set
52,20230906,-2.59235149,202.9734441,90.6934505,0.693450496,146.8334473,-56.1399968,d,tradeEx_set
53,20230907,1.006723557,199.7812432,91.70017405,1.700174053,145.7407086,-54.04053456,d,tradeEx_set
54,20230908,-0.9582586,200.2226936,90.74191545,0.741915453,145.4823045,-54.74038906,d,tradeEx_set
55,20230911,-0.659410935,201.4290235,90.08250452,0.082504518,145.755764,-55.67325947,d,tradeEx_set
56,20230912,0.48349318,201.0277427,90.5659977,0.565997698,145.7968702,-55.23087249,d,tradeEx_set
57,20230913,1.605941237,198.6684591,92.17193893,2.171938935,145.420199,-53.24826011,d,tradeEx_set
58,20230914,-0.585718915,203.1833268,91.58622002,1.58622002,147.3847734,-55.79855339,d,tradeEx_set
59,20230915,0.110472329,202.8994748,91.69669235,1.69669235,147.2980836,-55.60139123,d,tradeEx_set
60,20230918,-3.642641262,205.1126608,88.05405109,-1.945948913,146.5833559,-58.52930486,d,tradeEx_set
61,20230919,-0.950078028,205.4692503,87.10397306,-2.896026941,146.2866117,-59.18263863,d,tradeEx_set
62,20230920,-0.16791202,204.5763345,86.93606104,-3.063938961,145.7561977,-58.82013671,d,tradeEx_set
63,20230921,-1.15170028,203.6100106,85.78436076,-4.215639241,144.6971857,-58.91282491,d,tradeEx_set
64,20230922,1.483746741,206.0308952,87.2681075,-2.7318925,146.6495013,-59.38139385,d,tradeEx_set
65,20230925,-2.782795385,206.0643235,84.48531211,-5.514687885,145.2748178,-60.78950568,d,tradeEx_set
66,20230926,-1.506632036,203.1722078,82.97868008,-7.021319921,143.075444,-60.09676388,d,tradeEx_set
67,20230927,2.03490917,204.6602828,85.01358925,-4.986410751,144.836936,-59.82334677,d,tradeEx_set
68,20230928,-3.314954003,207.7511693,81.69863525,-8.301364754,144.7249023,-63.02626704,d,tradeEx_set
69,20231009,-2.658205859,212.3865728,79.04042939,-10.95957061,145.7135011,-66.67307171,d,tradeEx_set
70,20231010,-3.232021858,217.4668959,75.80840753,-14.19159247,146.6376517,-70.8292442,d,tradeEx_set
71,20231011,2.081678146,301.5094394,-7.109914325,-12.10991432,147.1997626,-154.3096769,d,tradeEx_set
72,20231012,2.140614577,304.6970777,-4.969299748,-9.969299748,149.863889,-154.8331887,d,tradeEx_set
73,20231013,-4.936597979,306.9743155,-9.905897727,-14.90589773,148.5342089,-158.4401066,d,tradeEx_set
74,20231016,-2.871047937,306.8995723,-12.77694566,-17.77694566,147.0613133,-159.838259,d,tradeEx_set
75,20231017,1.151801663,309.4498461,-11.625144,-16.625144,148.912351,-160.537495,d,tradeEx_set
76,20231018,-7.091512281,313.6009494,-18.71665628,-23.71665628,147.4421466,-166.1588029,d,tradeEx_set
77,20231019,4.114138474,305.9182827,-14.60251781,-19.60251781,145.6578825,-160.2604003,d,tradeEx_set
78,20231020,1.485165417,303.1504035,-13.11735239,-18.11735239,145.0165255,-158.1338779,d,tradeEx_set
79,20231023,-1.886077593,302.4812722,-15.00342998,-20.00342998,143.7389211,-158.7423511,d,tradeEx_set
80,20231024,2.283222781,299.0052035,-12.7202072,-17.7202072,143.1424981,-155.8627053,d,tradeEx_set
81,20231025,-3.446919786,300.1671832,-16.16712699,-21.16712699,142.0000281,-158.1671551,d,tradeEx_set
82,20231026,-0.538102561,300.9282775,-16.70522955,-21.70522955,142.111524,-158.8167535,d,tradeEx_set
83,20231027,4.145579111,303.2088098,-12.55965044,-17.55965044,145.3245797,-157.8842301,d,tradeEx_set
84,20231030,-4.031485504,306.9895639,-16.59113594,-21.59113594,145.199214,-161.7903499,d,tradeEx_set
85,20231031,1.155416944,302.770524,-15.435719,-20.435719,143.6674025,-159.1031215,d,tradeEx_set
86,20231101,-0.817131832,303.479436,-16.25285083,-21.25285083,143.6132926,-159.8661434,d,tradeEx_set
87,20231102,0.481000866,304.752689,-15.77184997,-20.77184997,144.4904195,-160.2622695,d,tradeEx_set
88,20231103,-3.184662798,311.1812813,-18.95651276,-23.95651276,146.1123843,-165.068897,d,tradeEx_set
89,20231106,-8.097854522,320.916111,-27.05436729,-32.05436729,146.9308719,-173.9852391,d,tradeEx_set
90,20231107,0.803810942,319.0839773,-26.25055634,-31.25055634,146.4167105,-172.6672668,d,tradeEx_set
91,20231108,-1.450117555,319.2633801,-27.7006739,-32.7006739,145.7813531,-173.482027,d,tradeEx_set
92,20231109,5.014589195,315.0861781,-22.6860847,-27.6860847,146.2000467,-168.8861314,d,tradeEx_set
93,20231110,5.945743949,306.9867131,-16.74034075,-21.74034075,145.1231862,-161.8635269,d,tradeEx_set
94,20231113,1.933556067,308.0699698,-14.80678469,-19.80678469,146.6315925,-161.4383772,d,tradeEx_set
95,20231114,-2.210014791,309.4559279,-17.01679948,-22.01679948,146.2195642,-163.2363637,d,tradeEx_set
96,20231115,0.851554704,315.747734,-16.16524477,-21.16524477,149.7912446,-165.9564894,d,tradeEx_set
97,20231116,-1.68397965,310.654929,-17.84922442,-22.84922442,146.4028523,-164.2520767,d,tradeEx_set
98,20231117,-2.545616116,312.4694603,-20.39484054,-25.39484054,146.0373099,-166.4321504,d,tradeEx_set
99,20231120,2.335130961,312.8570847,-18.05970958,-23.05970958,147.3986875,-165.4583971,d,tradeEx_set
100,20231121,0.177544812,309.4332728,-17.88216477,-22.88216477,145.775554,-163.6577188,d,tradeEx_set
101,20231122,3.878813001,304.5970072,-14.00335177,-19.00335177,145.2968277,-159.3001795,d,tradeEx_set
102,20231123,-0.929585361,307.486805,-14.93293713,-19.93293713,146.2769339,-161.2098711,d,tradeEx_set
103,20231124,2.879215941,301.4522835,-12.05372119,-17.05372119,144.6992812,-156.7530023,d,tradeEx_set
104,20231127,-1.259975603,300.8317381,-13.31369679,-18.31369679,143.7590207,-157.0727174,d,tradeEx_set
105,20231128,-1.629541189,303.2449849,-14.94323798,-19.94323798,144.1508735,-159.0941115,d,tradeEx_set
106,20231129,2.072348802,299.1534128,-12.87088917,-17.87088917,143.1412618,-156.012151,d,tradeEx_set
107,20231130,0.517340194,300.4102636,-12.35354898,-17.35354898,144.0283573,-156.3819063,d,tradeEx_set
108,20231201,-1.999728509,302.3140599,-14.35327749,-19.35327749,143.9803912,-158.3336687,d,tradeEx_set
109,20231204,0.31151256,301.5303489,-14.04176493,-19.04176493,143.744292,-157.7860569,d,tradeEx_set
110,20231205,2.061902828,294.49065,-11.9798621,-16.9798621,141.255394,-153.2352561,d,tradeEx_set
111,20231206,2.117600287,296.5304383,-9.862261815,-14.86226181,143.3340882,-153.1963501,d,tradeEx_set
112,20231207,-6.489905374,299.9355596,-16.35216719,-21.35216719,141.7916962,-158.1438634,d,tradeEx_set
113,20231208,-0.425590625,301.6403317,-16.77775781,-21.77775781,142.4312869,-159.2090448,d,tradeEx_set
114,20231211,-2.780855883,303.8604901,-19.5586137,-24.5586137,142.1509382,-161.7095519,d,tradeEx_set
115,20231212,-0.205210588,305.2948637,-19.76382428,-24.76382428,142.7655197,-162.529344,d,tradeEx_set
116,20231213,1.260365352,302.5068139,-18.50345893,-23.50345893,142.0016775,-160.5051364,d,tradeEx_set
117,20231214,0.641895495,304.385223,-17.86156344,-22.86156344,143.2618298,-161.1233932,d,tradeEx_set
118,20231215,-0.267796565,306.9952436,-18.12936,-23.12936,144.4329418,-162.5623018,d,tradeEx_set
119,20231218,-3.20801157,308.4329283,-21.33737157,-26.33737157,143.5477784,-164.88515,d,tradeEx_set
120,20231219,0.128900882,309.3725003,-21.20847069,-26.20847069,144.0820148,-165.2904855,d,tradeEx_set
121,20231220,7.159523831,301.1345707,-14.04894686,-19.04894686,143.5428119,-157.5917588,d,tradeEx_set
122,20231221,-0.647708234,347.3313886,-19.69665509,-19.69665509,163.8173668,-183.5140219,d,tradeEx_set
123,20231222,2.454664326,347.1262174,-17.24199077,-17.24199077,164.9421133,-182.1841041,d,tradeEx_set
124,20231225,-0.002681981,347.5637256,-17.24467275,-17.24467275,165.1595264,-182.4041992,d,tradeEx_set
125,20231226,4.446217135,343.8617465,-12.79845561,-12.79845561,165.5316454,-178.3301011,d,tradeEx_set
126,20231227,4.921458843,344.4638157,-7.876996771,-7.876996771,168.2934095,-176.1704062,d,tradeEx_set
127,20231228,5.809108088,344.1324046,-2.067888684,-2.067888684,171.032258,-173.1001466,d,tradeEx_set
128,20231229,-4.680925758,348.4548657,-6.748814442,-6.748814442,170.8530256,-177.6018401,d,tradeEx_set
129,20240102,4.868267038,342.5463344,-1.880547403,-1.880547403,170.3328935,-172.2134409,d,tradeEx_set
130,20240103,3.611988187,337.9073411,1.731440784,1.731440784,169.819391,-168.0879502,d,tradeEx_set
131,20230706,0,20,-20,0,0,-20,d,tradeEx
132,20230707,0.266746124,19.73325388,-19.73325388,0.266746124,0,-19.73325388,d,tradeEx
133,20230710,0.231109491,19.50214438,-19.50214438,0.497855615,0,-19.50214438,d,tradeEx
134,20230711,-0.046018549,19.54816293,-19.54816293,0.451837066,0,-19.54816293,d,tradeEx
135,20230712,-0.081014243,19.62917718,-19.62917718,0.370822823,0,-19.62917718,d,tradeEx
136,20230713,-0.902335688,20.53151286,-20.53151286,-0.531512865,0,-20.53151286,d,tradeEx
137,20230714,-0.300271181,20.83178405,-20.83178405,-0.831784046,0,-20.83178405,d,tradeEx
138,20230717,0.535398761,20.29638529,-20.29638529,-0.296385285,0,-20.29638529,d,tradeEx
139,20230718,0.583337519,19.71304777,-19.71304777,0.286952234,0,-19.71304777,d,tradeEx
140,20230719,0.313688752,19.39935901,-19.39935901,0.600640986,0,-19.39935901,d,tradeEx
141,20230720,0.24319286,19.15616615,-19.15616615,0.843833845,0,-19.15616615,d,tradeEx
142,20230721,-0.01408255,19.1702487,-19.1702487,0.829751295,0,-19.1702487,d,tradeEx
143,20230724,-0.048688665,19.21893737,-19.21893737,0.78106263,0,-19.21893737,d,tradeEx
144,20230725,-0.869119525,20.0880569,-20.0880569,-0.088056895,0,-20.0880569,d,tradeEx
145,20230726,-0.216108891,20.30416579,-20.30416579,-0.304165786,0,-20.30416579,d,tradeEx
146,20230727,0.309509368,19.99465642,-19.99465642,0.005343582,0,-19.99465642,d,tradeEx
147,20230728,-0.325233303,20.31988972,-20.31988972,-0.319889721,0,-20.31988972,d,tradeEx
148,20230731,0.119755156,20.20013456,-20.20013456,-0.200134565,0,-20.20013456,d,tradeEx
149,20230801,0.151259595,20.04887497,-20.04887497,-0.048874969,0,-20.04887497,d,tradeEx
150,20230802,0.199539849,19.84933512,-19.84933512,0.15066488,0,-19.84933512,d,tradeEx
151,20230803,0.098681536,89.75065358,30.24934642,0.249346416,60,-29.75065358,d,tradeEx
152,20230804,-0.202824616,140.3217003,80.0465218,0.0465218,110.1841111,-30.13758925,d,tradeEx
153,20230807,-0.248890767,138.9858006,79.79763103,-0.202368967,109.3917158,-29.59408479,d,tradeEx
154,20230808,-0.863732395,137.4644946,78.93389864,-1.066101362,108.1991966,-29.265298,d,tradeEx
155,20230809,0.749993965,136.2812726,79.6838926,-0.316107397,107.9825826,-28.29869002,d,tradeEx
156,20230810,0.852932057,135.6905377,80.53682466,0.53682466,108.1136812,-27.5768565,d,tradeEx
157,20230811,-1.285128684,133.3888767,79.25169598,-0.748304024,106.3202864,-27.06859038,d,tradeEx
158,20230814,-1.609998146,133.0776725,77.64169783,-2.358302171,105.3596852,-27.71798733,d,tradeEx
159,20230815,-0.408172841,131.9183576,77.23352499,-2.766475011,104.5759413,-27.34241631,d,tradeEx
160,20230816,-1.003227512,130.5765504,76.23029748,-3.769702523,103.403424,-27.17312648,d,tradeEx
161,20230817,-0.784001665,130.5609126,75.44629581,-4.553704189,103.0036042,-27.55730837,d,tradeEx
162,20230818,-0.909264399,127.6900875,74.53703141,-5.462968588,101.1135595,-26.57652807,d,tradeEx
163,20230821,-1.71066217,127.0558415,72.82636924,-7.173630758,99.94110538,-27.11473614,d,tradeEx
164,20230822,0.53318006,128.7396372,73.3595493,-6.640450697,101.0495933,-27.69004396,d,tradeEx
165,20230823,0.290861752,126.570456,73.65041105,-6.349588946,100.1104335,-26.46002249,d,tradeEx
166,20230824,1.322801828,128.4824804,74.97321288,-5.026787118,101.7278466,-26.75463375,d,tradeEx
167,20230825,0.240064533,126.5885629,75.21327741,-4.786722585,100.9009202,-25.68764277,d,tradeEx
168,20230828,1.125098533,128.2961272,76.33837595,-3.661624052,102.3172516,-25.97887565,d,tradeEx
169,20230829,0.437410271,130.3644007,76.77578622,-3.224213782,103.5700935,-26.79430724,d,tradeEx
170,20230830,-0.386340627,131.7786156,76.38944559,-3.610554409,104.0840306,-27.69458502,d,tradeEx
171,20230831,-0.758001008,131.2110213,75.63144458,-4.368555417,103.4212329,-27.78978834,d,tradeEx
172,20230901,-0.383775159,131.3002878,75.24766942,-4.752330576,103.2739786,-28.02630917,d,tradeEx
173,20230904,0.435190674,134.0380202,75.6828601,-4.317139902,104.8604401,-29.17758003,d,tradeEx
174,20230905,-1.244468958,132.3911359,74.43839114,-5.56160886,103.4147635,-28.97637237,d,tradeEx
175,20230906,-0.95224202,132.4287641,73.48614912,-6.51385088,102.9574566,-29.4713075,d,tradeEx
176,20230907,-0.316459012,129.9414746,73.16969011,-6.830309892,101.5555824,-28.38589226,d,tradeEx
177,20230908,-0.236430324,129.2069363,72.93325978,-7.066740216,101.070098,-28.13683825,d,tradeEx
178,20230911,-0.112309632,130.0027082,72.82095015,-7.179049848,101.4118292,-28.59087903,d,tradeEx
179,20230912,0.299309573,130.9421987,73.12025972,-6.879740276,102.0312292,-28.91096951,d,tradeEx
180,20230913,0.45192957,129.7728227,73.57218929,-6.427810706,101.672506,-28.10031672,d,tradeEx
181,20230914,0.654206045,130.1565614,74.22639534,-5.773604661,102.1914784,-27.96508305,d,tradeEx
182,20230915,0.709155613,129.3994802,74.93555095,-5.064449048,102.1675156,-27.23196463,d,tradeEx
183,20230918,-0.127682381,129.1676052,74.80786857,-5.192131429,101.9877369,-27.17986833,d,tradeEx
184,20230919,-0.035237861,128.2681715,74.77263071,-5.227369291,101.5204011,-26.74777041,d,tradeEx
185,20230920,-1.648307992,128.6705193,73.12432272,-6.875677283,100.897421,-27.77309828,d,tradeEx
186,20230921,-0.443587377,127.533073,72.68073534,-7.31926466,100.1069042,-27.42616884,d,tradeEx
187,20230922,0.412216302,130.6833934,73.09295164,-6.907048359,101.8881725,-28.79522087,d,tradeEx
188,20230925,-1.643874074,130.2041228,71.44907757,-8.550922433,100.8266002,-29.37752262,d,tradeEx
189,20230926,-1.049416839,128.4712423,70.39966073,-9.600339272,99.43545154,-29.03579081,d,tradeEx
190,20230927,1.74819001,129.5694539,72.14785074,-7.852149262,100.8586523,-28.71080157,d,tradeEx
191,20230928,-0.334456847,129.124074,71.81339389,-8.186606109,100.4687339,-28.65534005,d,tradeEx
192,20231009,-0.05928277,129.3631284,71.75411112,-8.245888879,100.5586198,-28.80450865,d,tradeEx
193,20231010,0.484875811,130.4026917,72.23898693,-7.761013068,101.3208393,-29.08185237,d,tradeEx
194,20231011,0.930877773,165.4385431,38.16986471,-6.830135295,101.8042039,-63.63433918,d,tradeEx
195,20231012,2.849305603,168.0123493,41.01917031,-3.980829692,104.5157598,-63.49658949,d,tradeEx
196,20231013,-0.318082092,205.6253976,0.701088216,-4.298911784,103.1632429,-102.4621547,d,tradeEx
197,20231016,-1.464154701,203.9781741,-0.763066485,-5.763066485,101.6075538,-102.3706203,d,tradeEx
198,20231017,1.841815229,204.5234901,1.078748744,-3.921251256,102.8011194,-101.7223707,d,tradeEx
199,20231018,-1.995580416,203.3618712,-0.916831671,-5.916831671,101.2225198,-102.1393514,d,tradeEx
200,20231019,2.004244701,199.7515619,1.087413029,-3.912586971,100.4194875,-99.33207442,d,tradeEx
201,20231020,2.826234351,196.9364598,3.91364738,-1.08635262,100.4250536,-96.51140622,d,tradeEx
202,20231023,-0.153451331,194.4830072,3.76019605,-1.23980395,99.12160162,-95.36140557,d,tradeEx
203,20231024,-0.002664561,194.4728456,3.757531489,-1.242468511,99.11518857,-95.35765708,d,tradeEx
204,20231025,-0.829576418,196.1911996,2.927955071,-2.072044929,99.55957735,-96.63162227,d,tradeEx
205,20231026,-0.625777912,196.4557097,2.302177159,-2.697822841,99.37894342,-97.07676626,d,tradeEx
206,20231027,2.312281926,200.2158366,4.614459085,-0.385540915,102.4151478,-97.80068874,d,tradeEx
207,20231030,-0.55510745,202.733552,4.059351635,-0.940648365,103.3964518,-99.33710018,d,tradeEx
208,20231031,0.341329549,199.6666206,4.400681184,-0.599318816,102.0336509,-97.63296971,d,tradeEx
209,20231101,-0.54517603,199.2847791,3.855505154,-1.144494846,101.5701421,-97.71463696,d,tradeEx
210,20231102,1.803749286,199.0787836,5.65925444,0.65925444,102.369019,-96.70976459,d,tradeEx
211,20231103,-0.838000652,202.3379574,4.821253788,-0.178746212,103.5796056,-98.75835178,d,tradeEx
212,20231106,-0.891277043,206.723556,3.929976745,-1.070023255,105.3267664,-101.3967896,d,tradeEx
213,20231107,-1.440748473,206.9714659,2.489228271,-2.510771729,104.7303471,-102.2411188,d,tradeEx
214,20231108,0.133133502,206.3892205,2.622361773,-2.377638227,104.5057911,-101.8834293,d,tradeEx
215,20231109,0.868436573,206.5166152,3.490798347,-1.509201653,105.0037068,-101.5129084,d,tradeEx
216,20231110,1.351356108,203.2393946,4.842154455,-0.157845545,104.0407745,-99.19862006,d,tradeEx
217,20231113,0.437239619,204.5277972,5.279394074,0.279394074,104.9035956,-99.62420156,d,tradeEx
218,20231114,-1.403486778,205.0538312,3.875907296,-1.124092704,104.4648692,-100.5889619,d,tradeEx
219,20231115,2.034320261,209.095477,5.910227558,0.910227558,107.5028523,-101.5926247,d,tradeEx
220,20231116,-2.307052768,205.1920558,3.603174789,-1.396825211,104.3976153,-100.7944405,d,tradeEx
221,20231117,-1.395104567,206.9762951,2.208070222,-2.791929778,104.5921827,-102.3841124,d,tradeEx
222,20231120,1.024013698,208.0293946,3.232083921,-1.767916079,105.6307393,-102.3986553,d,tradeEx
223,20231121,-0.241300503,205.2850561,2.990783418,-2.009216582,104.1379198,-101.1471363,d,tradeEx
224,20231122,1.63290003,202.1176446,4.623683449,-0.376316551,103.370664,-98.7469806,d,tradeEx
225,20231123,-0.576181823,204.4905243,4.047501625,-0.952498375,104.269013,-100.2215114,d,tradeEx
226,20231124,0.971540283,200.7373268,5.019041908,0.019041908,102.8781844,-97.85914245,d,tradeEx
227,20231127,-0.6537568,200.0736552,4.365285107,-0.634714893,102.2194702,-97.85418507,d,tradeEx
228,20231128,0.43639564,201.0953164,4.801680747,-0.198319253,102.9484986,-98.14681781,d,tradeEx
229,20231129,-0.30043587,199.5322194,4.501244877,-0.498755123,102.0167321,-97.51548724,d,tradeEx
230,20231130,0.618290196,199.3867768,5.119535074,0.119535074,102.253156,-97.13362089,d,tradeEx
231,20231201,-0.775470873,199.9340987,4.3440642,-0.6559358,102.1390814,-97.79501723,d,tradeEx
232,20231204,-0.053726274,199.5413993,4.290337927,-0.709662073,101.9158686,-97.6255307,d,tradeEx
233,20231205,0.744813315,194.7214245,5.035151242,0.035151242,99.87828786,-94.84313662,d,tradeEx
234,20231206,2.632810658,197.0562559,7.6679619,2.6679619,102.3621089,-94.694147,d,tradeEx
235,20231207,-2.154364847,197.1253875,5.513597053,0.513597053,101.3194923,-95.80589523,d,tradeEx
236,20231208,-1.235384662,198.780289,4.278212391,-0.721787609,101.5292507,-97.25103832,d,tradeEx
237,20231211,-2.35154341,200.5459946,1.926668981,-3.073331019,101.2363318,-99.30966282,d,tradeEx
238,20231212,0.47643173,200.9879351,2.40310071,-2.59689929,101.6955179,-99.2924172,d,tradeEx
239,20231213,0.893797113,199.5881626,3.296897823,-1.703102177,101.4425302,-98.14563238,d,tradeEx
240,20231214,1.828375273,200.2980299,5.125273096,0.125273096,102.7116515,-97.58637842,d,tradeEx
241,20231215,1.557876819,200.4054624,6.683149915,1.683149915,103.5443061,-96.86115623,d,tradeEx
242,20231218,-0.785597902,199.314246,5.897552013,0.897552013,102.605899,-96.70834698,d,tradeEx
243,20231219,0.164271766,199.7866525,6.06182378,1.06182378,102.9242381,-96.86241436,d,tradeEx
244,20231220,2.526653305,196.508227,8.588477085,3.588477085,102.548352,-93.95987493,d,tradeEx
245,20231221,-0.169111374,232.7123456,3.41936571,3.41936571,118.0658556,-114.6464899,d,tradeEx
246,20231222,2.673919998,236.4706615,11.09328571,6.093285709,123.7819736,-112.6886879,d,tradeEx
247,20231225,-0.003639969,236.9540738,11.08964574,6.08964574,124.0218598,-112.9322141,d,tradeEx
248,20231226,2.778896008,234.5541529,13.86854175,8.868541747,124.2113473,-110.3428056,d,tradeEx
249,20231227,0.71943749,236.7966609,14.58797924,9.587979237,125.6923201,-111.1043408,d,tradeEx
250,20231228,1.710438915,240.412513,16.29841815,11.29841815,128.3554656,-112.0570474,d,tradeEx
251,20231229,-2.054687316,241.6434991,14.24373084,9.243730836,127.943615,-113.6998841,d,tradeEx
252,20240102,2.719636601,237.9103824,16.96336744,11.96336744,127.4368749,-110.4735075,d,tradeEx
253,20240103,2.879543216,234.3092068,19.84291065,14.84291065,127.0760587,-107.2331481,d,tradeEx
